Funds,Focus Area,Strategic Outcome,Funding Stream,Agency Andar #,Agency Name,Program Andar #,Program Name,2015-16 Allocation,Grant Start Date,Grant End Date,Short Program Description,Planner,Target Population,Early Childhood,Middle Years,Families,Seniors,Parents/Caregivers,Youth,Immigrants/Refugees,Women,Aboriginal/First Nations,Other,Program Elements,Learning Support ,Science/technology/engineering/math/numeracy ,Language/literacy/reading,"Tutoring, homework clubs",Other,Social and Emotional Health ,Mental wellness,Caregiver/parental support,Self determination/confidence,Pro-social behaviour,Independence,Other,Connections/Healthy Relationships,Intergenerational relationships,Mentoring,Peer relationships,Social connectedness,Interpersonal communication,Parent-child bonding,Cross-cultural relationships,Participation in society,Other,Physical Health and Recreational Activities,Indoor play/activities,Outdoor play/activities,Music,Sports,Dance,Arts and crafts,Theatre,Physical safety/injury prevention,Other,Life Skills,Nutrition and cooking,Growing food,Leadership,Teamwork,Food planning and budgeting,Financial education,Other,System Change,Capacity building,Policy work,Research,Advocacy,Networks/collectives,Other,Address Program Barriers/Access,Child-minding,Transportation,Food provision,Outreach,Other,Food Redistribution,Information and Referral,Geographic Focus Area,First Nation Territories,First Nation Territories,Fraser Valley Regional District,Abbotsford,Chilliwack,Mission,Hope,Kent,Harrison Hot Springs,Boston Bar / North Bend,Dogwood Valley / Emory Creek / Choate / Sunshine Valley / Laidlaw / Spuzzum,Lake Errock / Harrison Mills / Hemlock Valley,Popkum / Bridal Falls,Slesse Park / Baker Trails / Bell Acres,Miracle Valley / Hatzic Prairie,Other,Metro Vancouver Regional District,Anmore,Belcarra,Bowen Island,Burnaby,Coquitlam,Delta,"Langley, City of","Langley, District Municipality",Lions Bay,Maple Ridge,New Westminster,"North Vancouver, City of","North Vancouver, District Municipality",Pitt Meadows,Port Coquitlam,Port Moody,Richmond,Surrey,Tsawwassen First Nation,Vancouver,West Vancouver,White Rock,Barnston Islands / Buntzen Bay / Gambier Island Trust Area / Granite Falls / Strachan Creen / University Endowment Lands (UBC),Squamish-Lillooet Regional District,Lillooet,Squamish,Pemberton,Whistler,Sunshine Coast Regional District,Elphinstone,Gibsons,Halfmoon Bay,Pender Harbour / Egmont / Madeira Park,Roberts Creek,Sechelt District Municipality,Sechelt Indian Government District (Part-Sunshine Coast),"West Howe Sound (Langdale, Port Mellon, Williamson?s Landing, Granthams Landing, Soames, Hopkins Landing, and Gambier and Keats Islands)",Other Areas,Other Areas,Donor Engagement,UW Speaker,Day of Caring,Volunteer Opps,Agency Tour,Agency Fair,Impact Story,Other,Outputs,Total Clients,Early Years (0-6yrs),Middle Years (6-12),Children (0-12yrs),Seniors,Parents/Caregivers,Families,Contacts/Services,Meals/Snacks,Counselling Sessions,Mentors/Tutors,Workshops,Volunteers
GOV,,,auctor,5508,ultricies eu nibh,2663,molestie sed,8464,2016-06-10,2017-01-06,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,Craig Ortiz,Target Population,0,1,0,1,0,1,1,1,0,1,Program Element,200,1,0,0,1,300,0,1,1,1,1,0,300,0,1,1,1,0,0,0,1,1,100,0,0,1,0,1,0,0,0,0,300,0,0,1,0,0,0,1,300,1,1,0,1,0,0,200,1,1,0,0,0,300,200,Geographic Focus Area,300,43,300,62,30,57,56,31,80,89,,,,55,,300,2,49,83,13,64,63,8,74,52,60,68,93,51,53,63,63,20,95,59,3,9,2,85,65,300,11,86,71,40,300,52,97,38,74,28,95,17,68,200,97,Donor Engagement,1,1,1,1,1,1,0,Outputs,421,19,50,67,89,96,68,583,9577,4191,1599,3982,5390
UWLM,,,congue,122,non,6334,semper porta volutpat quam,5571,2016-10-15,2016-07-01,sed accumsan felis ut at dolor quis odio consequat varius integer ac,Nicole Thomas,Target Population,1,0,0,1,1,1,1,1,0,0,Program Element,200,1,0,0,1,100,0,0,0,0,1,0,300,0,1,1,0,0,0,1,0,1,200,0,1,1,0,0,1,0,0,1,100,0,1,1,0,0,1,0,300,1,1,1,1,1,1,300,0,0,1,1,1,100,200,Geographic Focus Area,100,18,100,56,14,40,1,33,11,94,,,,73,,100,56,1,65,25,60,28,5,15,12,96,51,67,4,83,30,79,30,73,16,27,72,81,23,94,100,67,18,72,17,200,59,21,3,59,2,17,49,42,300,58,Donor Engagement,0,0,0,0,0,0,0,Outputs,627,75,53,52,68,35,80,4712,4270,9157,4578,6155,8126
GOV,,,orci,4222,et,3934,sagittis nam,6810,2016-06-11,2016-12-24,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,Jane Stevens,Target Population,1,1,0,0,0,0,1,1,0,1,Program Element,300,0,1,1,1,100,0,1,1,0,1,1,300,0,0,0,0,1,1,0,1,1,100,1,1,0,0,0,1,0,0,0,100,1,1,1,0,1,1,1,100,1,1,1,1,0,1,100,1,0,0,1,0,300,100,Geographic Focus Area,200,61,300,2,89,58,50,69,65,37,,,,24,,100,27,27,23,75,14,59,99,47,18,26,63,39,28,40,91,34,20,17,19,35,25,100,43,25,200,96,29,100,35,300,4,95,42,88,95,35,48,29,100,23,Donor Engagement,0,0,1,1,0,1,1,Outputs,63,11,99,34,18,69,19,2697,6817,9893,698,7271,2308
GOV,,,gravida,6705,urna pretium,6018,vestibulum ante ipsum,6406,2016-12-14,2016-05-11,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,Larry Martinez,Target Population,1,1,0,0,0,0,1,1,1,1,Program Element,300,0,1,0,1,300,0,1,1,0,1,1,100,0,1,0,0,0,1,1,0,1,300,1,1,0,0,0,1,0,0,1,200,0,1,1,0,1,1,0,200,1,0,0,0,0,1,200,0,0,0,0,1,300,200,Geographic Focus Area,300,42,100,55,29,6,29,64,64,41,,,,45,,200,17,87,39,97,35,97,38,45,13,81,17,28,22,95,89,27,100,78,58,29,65,30,37,85,100,34,3,94,14,100,45,49,82,91,16,24,57,35,300,3,Donor Engagement,1,0,1,0,1,1,1,Outputs,652,50,59,1,43,4,11,694,8340,9999,2253,1615,8673
GOV,,,rutrum,2066,cras,3572,in faucibus,9284,2016-10-29,2016-04-17,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,Anna Burton,Target Population,0,0,0,0,1,0,0,0,1,1,Program Element,200,1,1,1,0,300,0,0,0,0,1,1,200,0,0,1,0,1,0,0,0,0,200,0,1,0,1,0,1,0,1,0,200,0,0,1,0,0,1,1,300,1,1,0,0,0,1,100,0,0,1,0,1,100,200,Geographic Focus Area,200,19,100,67,76,49,21,34,36,91,,,,93,,100,88,42,90,56,73,87,6,99,4,58,51,38,35,87,48,40,84,80,5,96,37,54,99,63,100,5,57,85,48,300,62,47,56,44,1,70,44,57,100,52,Donor Engagement,0,1,1,0,0,1,1,Outputs,646,47,95,75,63,24,57,8442,3665,5889,7471,9912,9604
UWLM,,,vel,8982,ullamcorper purus sit amet,2638,luctus cum,3300,2017-02-07,2016-08-29,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,Justin Hamilton,Target Population,1,0,0,1,0,1,0,0,1,1,Program Element,300,1,1,0,1,100,0,0,0,1,0,1,100,0,1,0,0,0,1,1,0,1,100,1,1,1,1,1,0,0,0,1,200,1,1,0,1,0,1,0,100,0,1,0,1,1,0,100,1,1,1,1,1,100,200,Geographic Focus Area,200,45,200,93,45,40,54,74,78,97,,,,24,,300,18,11,91,54,68,49,42,72,35,9,58,43,1,29,55,23,8,61,46,3,82,81,37,84,200,45,3,87,100,100,94,29,82,45,19,66,4,86,100,90,Donor Engagement,0,0,0,1,0,1,0,Outputs,228,11,19,29,14,87,97,8123,2476,7825,3238,4345,4647
UWLM,,,massa,9791,malesuada in imperdiet,7661,luctus ultricies eu,1432,2017-02-11,2016-09-23,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,Wayne Crawford,Target Population,1,0,0,1,0,0,1,1,1,1,Program Element,300,1,0,0,1,300,1,1,1,1,0,1,200,0,1,0,0,0,1,0,0,1,200,0,1,1,0,0,1,1,1,0,100,1,0,1,0,1,1,0,100,1,0,0,0,0,0,300,0,1,1,1,1,100,200,Geographic Focus Area,200,87,200,47,87,47,57,85,26,73,,,,66,,300,38,92,21,60,5,8,14,93,8,48,48,3,80,30,73,68,40,84,16,35,97,36,59,40,100,68,61,85,54,200,41,11,25,59,78,83,33,23,300,76,Donor Engagement,1,0,0,1,0,0,0,Outputs,905,25,29,35,53,46,23,8322,6513,8019,495,1389,754
UWLM,,,in,9828,quam pede,9145,sagittis sapien cum,7611,2016-08-17,2016-07-24,donec diam neque vestibulum eget vulputate ut ultrices vel augue,Wanda Matthews,Target Population,1,0,0,0,1,1,0,0,1,1,Program Element,200,0,0,1,0,200,0,1,1,0,0,0,200,1,0,0,0,1,1,1,0,1,100,1,1,1,1,1,0,0,1,0,300,1,0,0,1,0,1,1,100,0,0,0,0,1,0,200,1,1,1,1,1,100,200,Geographic Focus Area,100,8,200,36,32,63,2,92,41,5,,,,73,,200,74,59,46,26,17,72,70,34,48,5,99,19,76,90,98,3,93,36,91,38,70,77,69,25,300,17,64,78,72,100,39,93,47,80,82,41,63,9,300,34,Donor Engagement,1,0,0,0,0,1,1,Outputs,683,7,87,89,75,81,80,6387,8178,8828,9946,8735,1433
GOV,,,in,6697,nulla sed accumsan felis,9494,eget massa tempor,3377,2016-03-09,2017-01-19,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,Theresa Rice,Target Population,0,0,1,0,1,0,0,0,1,0,Program Element,200,1,0,1,1,100,0,1,1,1,1,0,300,0,1,0,0,0,1,0,1,0,100,1,1,1,0,0,0,0,1,0,200,0,0,0,0,0,1,0,200,0,0,1,0,0,0,100,0,1,0,0,1,200,100,Geographic Focus Area,200,56,300,40,76,36,16,59,44,87,,,,81,,100,33,20,74,65,75,94,60,56,47,65,51,73,74,86,99,88,33,55,82,63,69,41,53,68,300,23,7,83,34,300,27,80,63,68,54,88,71,33,200,28,Donor Engagement,0,0,0,1,0,0,1,Outputs,180,87,57,66,44,44,2,406,7767,6659,8337,7370,826
UWLM,,,semper,7559,sapien cum,3172,cubilia curae nulla,4594,2016-12-24,2016-04-27,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,Clarence Fisher,Target Population,1,1,1,1,0,0,0,0,0,0,Program Element,300,0,1,1,1,200,1,1,1,0,0,0,300,0,0,0,0,1,1,1,0,1,300,1,0,1,1,0,1,0,0,0,300,1,1,1,1,1,0,0,100,1,0,0,1,1,0,200,1,0,1,1,0,200,300,Geographic Focus Area,100,77,200,49,16,45,94,74,72,24,,,,12,,200,62,41,55,10,87,63,93,7,17,92,68,68,12,45,74,34,52,51,18,93,11,7,24,91,200,8,65,56,97,100,93,88,82,65,10,78,1,45,300,48,Donor Engagement,0,1,0,0,0,1,0,Outputs,671,28,37,15,40,9,69,1036,4849,4796,3790,300,2885
GOV,,,integer,3846,duis,9458,diam id,9917,2016-09-10,2016-07-22,ut ultrices vel augue vestibulum ante ipsum primis in faucibus,Paul Gutierrez,Target Population,0,0,0,1,0,0,1,1,1,0,Program Element,100,1,1,0,0,100,0,0,0,0,1,1,200,0,1,0,0,0,1,1,0,1,200,0,0,1,0,0,0,0,0,0,100,1,0,1,1,1,1,0,100,1,0,1,0,0,0,200,1,0,0,0,1,100,200,Geographic Focus Area,300,59,200,38,45,87,42,82,74,50,,,,32,,300,42,72,21,59,58,47,12,73,55,3,24,58,24,81,56,16,60,96,80,35,65,39,21,43,200,37,91,18,2,100,42,4,92,49,86,62,27,90,200,27,Donor Engagement,0,0,0,0,0,1,0,Outputs,378,66,14,5,34,88,5,1572,651,880,4645,6112,7953
UWLM,,,duis,357,pulvinar sed nisl nunc,6331,aliquet,8701,2016-06-18,2016-10-31,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,Annie Martin,Target Population,1,1,1,0,0,1,1,1,1,1,Program Element,300,1,1,0,0,300,0,0,0,0,1,0,200,1,1,1,0,0,1,0,1,0,300,1,0,0,1,1,0,0,0,0,300,0,0,1,0,1,0,1,100,0,0,0,1,0,1,300,0,1,0,1,0,300,200,Geographic Focus Area,200,21,100,9,67,91,83,61,36,19,,,,54,,300,4,58,32,27,90,39,45,20,14,38,91,77,16,87,51,53,24,53,84,17,12,30,11,67,300,79,51,95,77,300,6,97,37,66,89,34,83,18,300,46,Donor Engagement,1,0,1,0,1,0,0,Outputs,365,91,86,72,30,89,35,8260,7050,1036,5125,6527,9090
UWLM,,,augue,989,ut rhoncus,9045,dui proin leo odio,728,2016-07-27,2016-05-02,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,Kathryn Foster,Target Population,0,1,1,1,1,1,0,0,0,1,Program Element,100,0,0,1,1,200,0,1,1,1,1,1,200,0,1,0,1,1,1,1,1,0,300,1,0,0,0,0,0,0,0,1,100,0,1,0,1,1,1,0,200,1,0,0,0,0,0,100,1,0,1,0,0,300,200,Geographic Focus Area,200,53,100,78,8,81,53,71,85,6,,,,43,,300,38,95,81,42,12,17,41,64,39,95,75,92,12,50,21,8,80,38,90,42,82,76,7,95,100,25,93,18,14,100,16,8,60,18,61,44,28,28,100,82,Donor Engagement,1,0,1,1,1,1,1,Outputs,140,94,82,39,8,16,69,2243,7172,9938,5623,792,3229
GOV,,,pede,3029,a,4463,sit amet turpis,5020,2016-10-20,2016-09-17,dui vel sem sed sagittis nam congue risus semper porta volutpat quam,Janice Mills,Target Population,1,0,0,0,1,1,0,0,0,1,Program Element,300,0,0,1,1,100,0,0,0,0,0,0,100,1,0,0,0,1,0,1,0,1,200,0,0,0,0,1,0,0,0,0,100,0,1,0,0,0,1,0,100,0,1,1,1,1,0,100,1,1,1,1,0,300,300,Geographic Focus Area,100,93,200,98,8,84,49,3,34,2,,,,34,,300,6,79,18,5,28,72,39,26,72,64,52,71,28,16,82,2,3,41,44,8,81,100,54,90,300,87,54,36,88,300,94,78,44,88,18,69,26,45,300,13,Donor Engagement,0,1,0,0,1,1,0,Outputs,475,82,66,88,49,67,71,2789,2708,6852,1547,8087,7575
GOV,,,odio,1254,aliquet,6481,erat fermentum justo nec,9257,2016-07-06,2016-12-06,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,Gregory Hart,Target Population,0,0,0,0,0,0,1,1,1,1,Program Element,300,0,1,1,0,200,1,1,1,0,1,1,300,1,1,1,1,0,0,0,0,0,100,1,0,0,0,0,0,0,1,1,300,0,1,1,1,0,0,0,300,0,0,0,1,1,0,200,0,1,0,0,1,100,300,Geographic Focus Area,100,25,200,66,35,95,12,19,2,37,,,,37,,300,6,13,28,97,86,42,98,10,11,50,26,61,53,18,70,21,32,30,34,15,87,27,49,86,300,54,53,64,10,300,44,13,5,77,66,46,40,71,200,43,Donor Engagement,1,0,1,0,0,1,1,Outputs,651,76,44,55,20,61,62,7537,1924,2915,3462,6787,4814
UWLM,,,ante,209,eros,4820,eu massa,8220,2016-04-30,2016-07-02,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,Carolyn Miller,Target Population,0,0,1,1,0,1,1,1,1,1,Program Element,100,1,1,1,0,300,0,0,0,0,0,1,100,1,1,1,0,0,1,1,0,0,300,0,0,0,0,0,1,0,1,0,200,0,0,0,1,1,1,1,100,0,0,0,0,1,0,200,0,1,0,0,0,300,300,Geographic Focus Area,200,47,300,18,62,33,57,82,71,23,,,,9,,300,90,54,9,7,54,80,27,95,47,77,46,90,78,55,79,77,73,70,72,53,49,39,1,17,300,69,82,79,88,100,70,29,15,20,63,36,16,48,100,74,Donor Engagement,0,1,1,0,0,0,1,Outputs,1,20,82,25,66,85,24,2922,8558,9738,3847,106,79
UWLM,,,pellentesque,3733,vitae mattis,2924,bibendum,2028,2016-03-29,2016-08-15,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,Bonnie Allen,Target Population,0,0,1,1,1,1,1,1,1,0,Program Element,100,1,1,0,1,300,0,1,1,0,0,1,300,1,0,0,0,0,0,1,1,0,100,0,0,0,0,0,0,1,1,0,100,0,0,0,1,1,1,0,100,0,0,0,1,0,1,200,0,1,1,0,1,100,100,Geographic Focus Area,200,33,100,90,86,91,93,58,21,89,,,,62,,100,70,35,42,72,65,9,56,27,57,7,66,64,21,44,35,76,88,19,38,42,88,13,60,48,100,44,89,49,54,100,61,90,34,6,13,43,89,16,300,25,Donor Engagement,0,1,1,1,1,1,1,Outputs,20,99,30,89,75,59,74,6349,8543,7135,6740,280,5164
GOV,,,cubilia,654,quis odio consequat varius,5935,iaculis,780,2017-02-04,2016-10-04,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Wayne Crawford,Target Population,1,0,1,1,0,0,0,0,0,0,Program Element,100,0,1,1,1,100,0,0,0,0,1,1,200,1,0,0,1,0,0,0,0,1,100,1,1,1,0,1,0,1,0,0,100,0,0,0,1,1,0,1,200,0,0,1,0,0,1,100,0,1,0,1,1,300,100,Geographic Focus Area,300,71,200,97,23,26,20,44,64,97,,,,51,,200,84,50,62,65,59,97,3,2,88,80,52,21,83,8,71,50,49,25,47,83,72,95,64,21,100,76,99,2,81,300,32,18,49,99,69,65,18,12,100,55,Donor Engagement,0,0,0,1,1,1,0,Outputs,300,99,63,34,64,17,25,5322,5274,1074,4587,2902,1431
UWLM,,,mauris,5403,tellus in sagittis dui,8110,nulla eget eros,8431,2017-02-23,2017-01-13,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,Gerald Berry,Target Population,0,1,0,1,0,0,1,1,0,0,Program Element,100,1,0,1,0,200,0,1,1,1,1,1,300,1,1,1,1,1,1,0,1,1,100,1,0,0,0,0,1,1,1,1,100,0,0,0,0,0,0,0,100,1,0,0,1,0,1,300,1,0,0,1,0,300,200,Geographic Focus Area,300,11,300,83,43,47,57,47,100,81,,,,47,,300,31,35,42,64,53,65,72,87,56,72,10,86,64,29,31,48,100,92,68,81,27,23,75,51,100,24,47,34,25,200,7,61,66,52,69,84,17,85,100,38,Donor Engagement,1,0,1,0,0,1,0,Outputs,555,18,58,99,9,15,47,5699,1470,886,6239,1514,6413
GOV,,,ut,1086,sapien ut nunc vestibulum,3233,nec,645,2016-05-24,2016-05-19,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,Gregory Murphy,Target Population,0,0,1,1,0,1,1,1,1,1,Program Element,300,1,1,1,0,300,1,1,1,1,1,1,300,0,1,0,1,0,1,1,1,0,200,1,1,0,0,0,0,1,0,0,100,0,0,1,0,0,1,0,100,0,0,1,1,0,0,100,1,1,1,1,1,200,300,Geographic Focus Area,200,52,300,52,82,76,83,38,100,63,,,,47,,300,2,34,3,4,15,60,17,93,90,45,81,68,17,84,62,9,3,56,79,42,86,19,1,54,200,6,92,76,52,200,92,8,42,44,52,45,39,85,100,35,Donor Engagement,1,1,0,0,0,0,0,Outputs,37,14,72,58,73,13,84,421,6755,246,1669,8503,6987
GOV,,,ultrices,9452,ante vivamus tortor duis,7165,semper,4675,2016-04-06,2016-12-31,nulla sed accumsan felis ut at dolor quis odio consequat varius,Gary Price,Target Population,0,1,1,1,1,0,1,1,1,0,Program Element,100,1,0,0,1,200,0,1,1,1,0,0,300,1,1,0,1,1,0,1,1,1,200,0,0,0,0,1,0,0,0,0,300,1,0,1,0,0,1,1,200,0,1,1,0,1,0,100,1,1,0,0,1,300,300,Geographic Focus Area,100,27,200,78,95,93,27,1,63,96,,,,28,,200,84,85,38,33,51,28,8,94,96,69,7,63,92,25,69,22,30,82,86,87,27,20,49,91,200,42,79,100,15,200,12,3,30,100,63,44,45,15,100,77,Donor Engagement,0,0,1,0,0,0,0,Outputs,729,80,76,10,68,4,17,1076,8971,4782,4607,9203,1221
UWLM,,,bibendum,3306,morbi non,4430,condimentum id,700,2017-03-06,2016-12-04,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,Pamela Bradley,Target Population,0,0,0,0,1,1,0,0,1,0,Program Element,300,1,0,1,1,100,0,1,1,0,0,1,100,0,1,0,0,1,0,1,0,1,200,1,0,1,1,0,1,0,1,1,100,0,0,0,0,1,1,0,300,1,1,1,1,0,0,200,0,1,0,0,0,100,100,Geographic Focus Area,100,83,200,30,15,52,51,61,38,97,,,,13,,300,2,95,47,47,87,65,41,13,11,36,70,64,14,12,32,20,55,32,72,12,44,59,78,17,100,12,70,51,21,300,48,26,98,76,57,93,19,62,300,58,Donor Engagement,1,1,0,0,0,1,1,Outputs,771,48,28,60,79,21,23,7724,3488,5181,3422,4182,9252
GOV,,,suscipit,4818,nisl duis ac,4315,at,3458,2016-09-15,2016-08-10,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,Walter Nelson,Target Population,0,1,1,1,1,0,0,0,0,1,Program Element,100,0,1,1,1,200,0,0,0,0,1,0,200,1,1,0,1,0,1,1,1,1,200,0,1,0,0,1,1,0,1,1,300,1,1,1,0,0,0,0,300,1,0,1,0,1,0,300,1,0,0,0,1,200,100,Geographic Focus Area,300,43,100,58,31,45,22,8,19,72,,,,81,,200,28,92,46,98,63,25,97,54,44,29,35,17,36,10,11,42,92,57,51,12,11,54,68,33,200,32,70,46,55,300,29,11,90,63,84,64,8,92,100,80,Donor Engagement,1,0,0,0,1,0,1,Outputs,73,96,46,91,11,68,97,3786,9618,1038,5964,8912,3420
UWLM,,,adipiscing,4121,phasellus id sapien in,1303,vivamus in felis eu,7703,2016-11-17,2016-10-28,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Joyce Sims,Target Population,0,1,0,0,0,1,1,1,1,0,Program Element,200,0,0,1,0,100,1,1,1,1,0,0,300,1,0,1,1,1,0,1,1,1,300,1,0,0,1,1,1,1,1,0,200,0,1,1,1,0,1,0,100,0,0,1,0,1,0,300,1,0,0,1,0,100,200,Geographic Focus Area,300,51,200,61,25,76,73,7,58,71,,,,29,,100,98,4,33,23,51,45,26,7,24,10,77,74,96,46,85,18,8,82,31,88,20,26,95,51,200,19,35,82,27,200,59,63,40,60,49,34,11,9,100,4,Donor Engagement,0,1,0,0,1,0,0,Outputs,904,5,98,23,13,40,86,5021,598,2428,6436,1214,4872
UWLM,,,etiam,7510,vitae nisl aenean lectus,6498,elementum ligula,4823,2016-11-25,2016-03-18,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Samuel Gonzalez,Target Population,0,1,1,1,1,1,0,0,0,0,Program Element,200,1,0,0,0,100,0,0,0,1,0,0,100,0,1,1,1,1,1,1,0,0,100,1,0,0,0,0,0,1,0,0,300,1,1,0,0,0,0,0,200,1,0,1,0,0,1,300,0,1,0,1,1,300,300,Geographic Focus Area,200,13,300,71,77,4,55,74,45,67,,,,83,,300,3,26,75,36,30,45,66,75,2,100,73,21,67,19,17,88,79,31,81,10,16,91,80,24,100,40,5,37,61,100,6,40,40,95,16,79,64,73,100,5,Donor Engagement,1,0,1,1,0,0,1,Outputs,886,37,40,15,88,80,51,1334,1043,5012,671,603,3724
GOV,,,aenean,7885,cum sociis,2880,justo eu massa,3522,2017-03-01,2016-12-27,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,Julie Cunningham,Target Population,1,0,0,1,0,0,1,1,1,0,Program Element,300,1,0,0,0,200,1,0,0,1,1,0,300,0,0,0,1,1,0,0,1,0,200,1,1,0,1,0,1,0,1,1,200,1,0,1,1,0,1,1,200,1,0,1,0,1,0,100,0,0,0,0,1,300,300,Geographic Focus Area,200,88,200,14,32,16,86,66,12,89,,,,77,,300,70,83,47,19,24,48,11,80,3,89,44,24,96,93,83,44,63,25,4,25,77,5,24,60,300,51,6,90,56,100,22,21,95,39,45,47,51,9,300,80,Donor Engagement,1,0,0,1,0,1,1,Outputs,20,90,29,80,28,66,28,5091,5848,8552,8034,9963,9020
GOV,,,porttitor,7714,lectus,3037,ante vestibulum,4027,2016-12-15,2016-08-25,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,Jack Wells,Target Population,1,1,0,1,1,0,0,0,1,0,Program Element,300,1,1,0,1,100,0,0,0,1,0,0,200,1,1,1,0,1,1,1,1,1,300,1,1,0,0,1,0,0,0,0,300,1,1,1,1,1,1,0,200,0,0,1,0,0,1,200,1,0,1,0,1,300,200,Geographic Focus Area,100,35,200,99,73,24,31,5,6,91,,,,48,,100,46,94,53,79,74,27,75,9,87,97,59,15,32,63,96,7,27,56,46,57,75,67,17,6,100,16,84,47,63,100,80,26,48,31,79,21,96,28,300,69,Donor Engagement,0,1,0,0,0,0,1,Outputs,883,44,89,1,89,64,82,3396,6015,6402,5005,8751,8069
UWLM,,,pede,3245,pellentesque ultrices,5147,ut rhoncus,9686,2016-03-15,2016-07-17,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,Jeffrey Cole,Target Population,1,1,0,0,0,0,1,1,0,0,Program Element,200,1,0,0,0,100,0,1,1,1,1,1,300,1,0,0,0,0,0,1,1,0,300,1,1,1,0,1,0,0,1,0,100,0,1,0,1,0,1,0,200,1,1,0,1,0,1,200,1,1,0,1,1,200,200,Geographic Focus Area,100,29,300,56,38,95,91,56,10,85,,,,85,,200,71,6,51,16,97,47,73,88,28,73,17,73,98,52,80,45,48,78,52,31,39,5,59,45,100,90,64,48,26,200,73,82,27,64,42,90,54,95,200,48,Donor Engagement,0,0,0,1,0,0,1,Outputs,2,20,79,54,75,41,13,6670,3235,16,5373,4715,7406
GOV,,,luctus,5472,purus phasellus in felis,9634,vitae consectetuer,2356,2016-06-20,2016-11-12,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,Scott Williams,Target Population,1,0,1,1,0,0,0,0,1,0,Program Element,300,0,0,1,0,200,0,1,1,0,1,1,200,0,1,1,1,1,1,1,0,1,300,0,1,1,0,0,0,1,0,1,100,0,1,1,0,1,0,1,300,0,1,0,0,1,1,100,1,0,1,1,1,300,100,Geographic Focus Area,200,7,300,27,59,87,71,56,48,28,,,,81,,100,16,1,39,6,46,50,23,4,59,88,41,67,88,21,64,40,8,60,67,11,42,62,17,38,300,43,11,72,89,100,45,74,28,53,93,69,16,49,100,69,Donor Engagement,0,1,0,0,0,1,0,Outputs,583,65,16,90,93,20,28,7633,1627,7113,9653,1463,5339
UWLM,,,pede,194,nullam varius nulla,9236,aenean auctor,5506,2016-11-21,2016-04-01,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,Christina Harvey,Target Population,0,1,0,0,1,1,1,1,1,1,Program Element,300,1,1,0,1,200,0,0,0,0,0,1,200,0,1,1,1,1,1,1,0,1,300,1,0,0,0,0,0,1,0,1,200,0,1,0,0,0,0,1,200,0,1,0,1,1,1,100,1,0,0,1,0,100,100,Geographic Focus Area,100,87,100,75,87,74,44,49,97,42,,,,31,,200,17,83,96,6,49,23,12,93,56,55,83,66,52,80,16,73,45,97,60,28,93,85,16,71,100,78,4,87,44,200,23,57,5,47,1,14,88,65,200,32,Donor Engagement,0,1,0,0,0,1,0,Outputs,490,55,46,35,42,84,73,1734,222,2287,2769,2138,494
